type,url,slug,new_description,char_len,reason,gsc_clicks
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-top-wines-from-morrisons,thursday-club-with-talk-radio-top-wines-from-morrisons,"It’s Thirsty Thursday and that means time for the Thursday Club with talkRADIO! This week, we continue the supermarket theme and taste three wines that.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-unusual-pinot-noir,thursday-club-with-talk-radio-unusual-pinot-noir,"Thirsty Thursday means it’s time for the Thursday Club on talkRADIO! This week, it’s about Pinot Noir - ‘the heartbreak grape’, so named because due to its.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-waitrose-summer-whites,thursday-club-with-talk-radio-waitrose-summer-whites,"Carrying on our supermarket theme for the Thursday Club on Talk radio, we look at Waitrose this week with some pretty, summer whites!",133,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talk-radio-white-wine-from-rueda-spain,thursday-club-with-talk-radio-white-wine-from-rueda-spain,"What and where is DO Rueda?   Nestled up in the central-north part of Spain, with Galicia to the west and hugging the northeastern corner of Portugal, we find.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talkradio-rum-cocktails,thursday-club-with-talkradio-rum-cocktails,What is Rum?   Rum is a spirit that is usually made by fermenting and distilling molasses (a byproduct of converting sugar cane into sugar) before ageing it in.,160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-club-with-talkradio-tryanuary-wines,thursday-club-with-talkradio-tryanuary-wines,"Today on the Thursday Club with talkRADIO and Mike Graham, we try some wines that may not be your go-to varieties, but that deserve your attention!",147,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/thursday-drinks-club-with-talkradio,thursday-drinks-club-with-talkradio,"Join Helena every Thursday with Mike Graham on talkRADIO for the Thursday Club! This week, Helena took us all on a tasting tour of the Chardonnay grape.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/tips-for-choosing-the-right-wine-cooler-for-your-home,tips-for-choosing-the-right-wine-cooler-for-your-home,"Sponsored by wineandbarrels.co.uk&nbsp;  When it comes to storing wine, getting the right  wine cooler  from Wineandbarrels can make all the difference.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/top-jubilee-tipples-for-every-budget,top-jubilee-tipples-for-every-budget,"Whether you’re having a street party or not, with a double bank holiday, chances are there will be some celebrating going on!",125,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/top-rated-celebrity-wines,top-rated-celebrity-wines,"Everyone from pop stars to presenters, cricketers to chefs are having a go at making wine these days and they just keep coming!",127,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/trinidads-best-export-angostura,trinidads-best-export-angostura,Everyone knows Angostura. The little bottle with the oversized label has been a fixture behind every bar and in every home cocktail cabinet for the best part.,158,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/tys1goptlb7qcgn1ldcyxc9req6z2e,tys1goptlb7qcgn1ldcyxc9req6z2e,"If you’re thinking ‘Manza-what-now?’, you’re not alone. Manzanilla is a style of aged white wine that’s a bit different to the norm as it’s made in a super.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/unusual-facts-about-whisky,unusual-facts-about-whisky,"Our friends at Rabbie’s, our travel partner for our Scotch whisky travelogue series on Amazon Prime, have given us 23 fun facts about whisky.",141,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/uuni-pizza-oven,uuni-pizza-oven,"As mankind evolves with new technology, there are some things we need to leave behind; some of those things are frozen pizzas and overpriced delivery pizza.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/veuve-clicquot-champagne,veuve-clicquot-champagne,"As International Women’s Day gives us a chance to shine a light on women in the workplace and the challenges we all still continue to face, be it equal pay.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/viajante87,viajante87,Listen to us when we tell you: Go try Viajante 87 as soon as you can. This newly opened experimental bar is by Los Mochis and the agave-based drinks menu is.,157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/virtual-online-wine-spirits-beer-cocktail-tasting-masterclass,virtual-online-wine-spirits-beer-cocktail-tasting-masterclass,"With Lockdown not ending again for a while, we may as well try to see friends online over a glass or six.",105,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/vivant-online-wine-tasting,vivant-online-wine-tasting,"Like pretty much everything over the past year, wine tastings have gone virtual. And while these have made for some fun nights in – knocking back bottles while.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/vodka-christmas-gift-guide-best-buys,vodka-christmas-gift-guide-best-buys,"Cornwall’s first single estate distillery, Colwith Farm, created it’s first vodka in 2014 using Colwith Farms' potatoes.",120,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/warm-whisky-cider-recipe,warm-whisky-cider-recipe,"Colder days scream for warm, spiced cocktails to heat you up from the inside out so here is a gorgeous one to get you started!",126,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/waterford-distillery-new-whisky,waterford-distillery-new-whisky,In the wine world we are used to the idea of terroir being one of the most important factors in flavour.,104,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/were-shaking-things-up-at-the-three-drinkers,were-shaking-things-up-at-the-three-drinkers,"Hello lovely readers.  We have some news for you!  As you know, Colin, Aidy and Helena joined forces in 2018 as the Three Drinkers in order to shake up an.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-are-bitters,what-are-bitters,"Bitters are often said to be the ‘salt and pepper’ of the cocktail world, and it’s 100% true!",93,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-are-colour-changing-gins,what-are-colour-changing-gins,Are you a magician with a side job as a bartender? A bartender with a side job as a magician..?,95,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-are-the-best-coffee-cocktails,what-are-the-best-coffee-cocktails,"Alcohol and coffee: a combination that can definitely get divisive at times. Some revel in the flavours, some will remind you that ‘you’ll pay for mixing.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-are-the-main-styles-of-martini,what-are-the-main-styles-of-martini,"Shaken, stirred, dirty, wet, dry, with a twist or something totally bonkers with onions, nothing says class like a Martini.",123,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-are-the-most-popular-red-wine-grapes,what-are-the-most-popular-red-wine-grapes,"With so many red wines out there it’s hard to know which bottle to choose. With that in mind, we’ve created this handy guide to the most popular red wine.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-if-your-hotel-room-in-madrid-came-with-a-picasso,what-if-your-hotel-room-in-madrid-came-with-a-picasso,"Most hotels hang art on the walls because blank walls make guests uncomfortable. Casa Almagro, a 28-room boutique hotel tucked behind a modern facade on a.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-albarino-wine-white-wine-grapes-rias-baixas,what-is-albarino-wine-white-wine-grapes-rias-baixas,We’ve seen various grape varieties take their place in the sun over the last few years especially in the UK market.,115,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-anosmia-lost-sense-of-smell,what-is-anosmia-lost-sense-of-smell,"With a wine tasting career and fragrance studies leading her passions, when Helena lost lost her sense of smell for three weeks with Covid, she panicked.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-beaujolais-day,what-is-beaujolais-day,"Today is Beaujolais Nouveau Day! What is Beaujolais day? Well, Beaujolais is a wine region in France where the red wines are made from the Gamay grape, but you.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-cairanne-and-lirac-rhone-wine,what-is-cairanne-and-lirac-rhone-wine,"A look at two lesser known Côtes du Rhône ‘Cru’   Côtes du Rhône wine fans, listen up.",86,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-cbd-how-does-cbd-work,what-is-cbd-how-does-cbd-work,What is CBD   CBD has taken the world by storm over the past 2 years and continues to evolve.,93,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-cognac-and-what-should-i-try,what-is-cognac-and-what-should-i-try,"From VS, VSOP, XO and vintage, there is a lot of confusion around Cognac. Some Cognac seems to be very reasonably priced, and yet others, without seemingly any.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-hanxiety,what-is-hanxiety,"We’ve all been there. It’s the day after the night before, and following a few too many drinks you wake up feeling majorly anxious.",131,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-liqueur,what-is-liqueur,"You’ve definitely seen them around, and you might even have some at home! Liqueurs are everywhere in our modern world, and we can see them being used in.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-london-dry-gin-what-should-i-try,what-is-london-dry-gin-what-should-i-try,"Whether you are a classic gin enthusiast or favour the flavour, we are all familiar with the term London Dry that graces our bottles but what does it actually.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/what-is-mezcal,what-is-mezcal,"You may currently only know mezcal as ‘that smoky tequila with the worm in’, but today we are here to bust misconceptions on this intriguing drink and educate.",159,auto-truncated,0
